AÑO;IDNOREMP;CORRELA;IDOJ1;IDAIO;BRUTA;ARRIENDO;SERV_INT;PUBLICI;TRANSP;SERV_EXT;TOTAL_REM;VENTA;TOT_PERSO;INV_PRO;CTO
2014;85151;472;14;2004;880725;94701;108798;17779;;14217;410917;7415574;22;88022;6534849
2014;85128;472;4;2005;2519813;35366;173611;39717;225162;114588;1039704;24111115;77;724267.5;21591302
2014;85096;472;11;1995;892179;32649;417022;10416;66134;104966;507961;7434855;50;918377;6542676
2014;85095;4711;11;2004;763688;70203;30826;;;13286;162799;4774314;28;1667879;4010626
2014;85093;472;14;2006;1818323;167389;216378;48147;118127;71414;469038;17025425;39;1084622;15207102
2014;85092;472;11;2004;1638292;42875;199809;1344;132496;104072;570339;15619136;51;787581;13980844
2014;85088;472;14;2005;1459821;80562;108788;8603;31613;27266;839861;9398897;64;875596;7939076
2014;85086;472;14;1994;1840784;69461;267584;29040;157234;145737;758339;12751991;65;1499813.5;10911207
2014;85085;472;14;2005;7200434;195056;389546;113445;579333;358911;3379949;70903368;214;1685647;63702934
2014;85078;472;11;2006;1556436;28453;120840;;96453;21051;407100;9163794;39;351623;7607358
2014;85077;472;2;2004;608052;9867;59964;;9270;12005;340487;1974175;35;38304;1366123
2014;84755;472;14;2005;932989;84000;66265;14399;272919;49772;279784;4555975;14;94780;3622986
2014;84741;472;11;2002;1430306;83473;115510;;46619;63221;369359;10289309;35;177367;8859003
2014;84704;472;5;2001;4978305;1043070;364859;419984;255409;99428;1695978;36635768;124;1912601;31657463
2014;84654;472;14;2006;1001464;42900;116400;;192801;;760962;8790524;56;337642;7789060
2014;84639;472;14;2009;948331;111415;100829;15552;83541;18622;309178;7472443;21;508628.5;6524112
2014;84637;472;14;1994;1382396;;163145;;231461;150368;518768;9476091;51;110739.5;8093695
2014;84633;472;11;1993;366470;;47730;5742;30951;16233;159977;3000135;10;219524.5;2633665
2014;84611;472;11;2005;527779;28800;11080;;789;4560;253761;3117689;7;218723;2589910
2014;84609;472;14;2004;1037461;14700;112605;30291;109044;40645;398728;10831558;33;746250;9794097
2014;84591;472;14;2005;975693;63595;74370;7024;175732;63308;592130;5668047;40;222240.5;4692354
2014;84586;472;11;2005;;;;;;;;1894082;13;;
2014;84570;472;11;2000;252306;;14451;;16435;;78136;3497306;10;114634;3245000
2014;84567;472;11;2004;;;;;;;;2537000;9;;
2014;84566;472;14;2009;;;;;;;;2205557;12;;
2014;84560;472;11;2003;;;;;;;;2428678;18;;
2014;84559;472;11;2010;853360;51673;127937;;164887;42789;181032;3849170;18;59939;2995810
2014;84547;472;11;2001;;;;;;;;2443442;8;;
2014;84535;472;11;2005;;;;;;;;1212488;14;;
2014;84533;472;11;2003;482166;23732;26020;9020;1022;5898;287641;3732432;25;920143;3250266
2014;84531;472;14;2008;648989;84000;6981;;45677;2291;219644;4171514;20;38553;3522525
2014;84524;4711;11;2000;585060;560;141312;10107;9947;19507;354286;8269610;30;672058.5;7684550
2014;84521;472;11;1986;790104;;29681;9000;28886;3852;118380;6275325;9;1126740;5485221
2014;84514;472;11;1992;1158672;41295;117021;7582;2882;43717;335895;5123076;17;446038;3964404
2014;84507;472;11;2006;757790;;68426;;122232;10686;347864;2609000;34;118328;1851210
2014;84503;472;14;2005;154578;;15890;;2311;;69011;2282545;11;76003;2127967
2014;84498;472;11;1994;957331;120948;65155;740;56146;31758;158676;3972542;16;216011;3015211
2014;84493;472;11;2001;;;;;;;;2818753;15;;
2014;84476;472;14;2006;1816072;24247;81817;5295;9633;13726;750091;19663235;56;1091265.5;17847163
2014;84467;472;11;2008;1525596;183991;31341;5045;19637;101806;352618;6906842;28;698793;5381246
2014;84462;472;4;1987;794915;25948;33806;3440;;2988;382391;10651565;32;202465.5;9856650
2014;84427;472;13;1997;282640;16696;61129;2575;10091;15158;135368;2046081;10;179293.5;1763441
2014;84410;4711;4;1998;1140016;29880;178363;13266;51098;21501;391286;10400449;33;1573614;9260433
2014;84384;472;4;2001;598554;30099;58281;;60100;11800;370774;6967046;29;900000;6368492
2014;84312;472;4;2005;384120;36027;18764;;37473;13850;101780;2560913;9;617974;2176793
2014;84309;472;5;2006;894518;;104194;;519021;71157;583315;6305500;31;330676;5410982
2014;84300;472;14;2006;507844;46022;53686;1950;30702;66526;153844;3215230;12;476298.5;2707386
2014;84259;472;5;2007;2294822;633579;34810;2700;9805;45057;431366;3913888;34;23680.5;1619066
2014;84257;472;4;2007;1464220;295296;132855;49316;81799;86075;513449;10095663;45;897412.5;8631443
2014;84247;472;14;2008;973142;44554;183066;21845;51842;67582;280741;5341001;22;543608;4367859
2014;84238;472;5;2008;730743;31080;81162;6030;11217;28819;341246;10310821;29;1414781;9580078
2014;84235;472;5;2008;1296272;36772;120169;16560;139630;114885;348769;12577134;27;5799667;11280862
2014;84199;472;14;2010;802234;28316;99470;600;72839;15913;266693;3795034;24;36616;2992800
2014;84198;4711;14;2012;1619202;;210973;1416;91377;18484;675936;21026483;53;759408.5;19407281
2014;84182;472;11;2000;1502036;158500;152298;7386;100538;17518;614581;15853704;57;460307;14351668
2014;84158;472;11;1987;517706;13000;42584;1440;54626;43941;148388;4727460;15;104717.5;4209754
2014;84130;472;4;1999;599794;31935;90188;3763;102472;15673;265377;6853570;19;468376.5;6253776
2014;84123;472;14;2003;895361;;78391;;19814;27696;305824;5545006;24;193747.5;4649645
2014;84100;472;11;2005;240754;41685;52863;144;6628;8873;152682;2466255;14;338626;2225501
2014;84098;472;12;1977;1423990;;144050;12678;31510;41550;731414;5020416;25;561259;3596426
2014;84091;472;11;1992;610268;9900;32287;;16800;5982;239786;8718117;22;344807;8107849
2014;84090;472;14;2005;623216;14566;52321;1484;;3992;355442;5017467;36;429550.5;4394251
2014;84089;472;11;2011;159796;52263;21729;;11844;3304;120769;5093115;8;371375.5;4933319
2014;84088;4711;11;2011;;;;;;;;2041393;5;;
2014;84072;472;14;2012;1347576;77404;296594;13114;126156;20951;900998;27990777;75;32119357.5;26643201
2014;84056;472;14;2012;564556;46000;35504;;40069;2545;99405;4142684;8;161890.5;3578128
2014;84046;472;14;2012;1462498;113225;161539;21736;129386;40162;10854;8377084;31;644738.5;6914586
2014;84025;472;11;2003;325128;;27629;;;25877;111277;4074612;10;392798.5;3749484
2014;84018;4711;14;2011;318336;1;82704;52845;39681;35820;143212;3286411;12;246049;2968075
2014;84017;472;11;2006;340611;6100;27427;;34000;;130397;5425803;12;496193.5;5085192
2014;84010;472;11;2011;319793;;25889;;;;96372;5430013;9;405682.5;5110220
2014;84002;472;11;2000;566185;46000;59546;5437;40235;12436;135812;4185170;14;212644.5;3618985
2015;987644;472;11;1986;392409;;11611;3879;19500;;90630;3529709;10;874855;3137300
2015;987634;4711;11;2011;463272;26729;13582;6275;38636;35635;121350;4583674;11;621232;4120402
2015;987630;472;11;2004;407735;82090;36001;;312;1996;153247;723812;13;12141.5;316077
2015;987622;472;11;1990;272210;;17073;1840;10082;65922;116092;4560506;11;363117.5;4288296
2015;987618;4711;11;1998;150409;;1538;5419;2983;3616;132496;2796460;12;651193;2646051
2015;987615;4711;14;2012;203164;11400;30912;;1200;2500;86839;840857;9;129311.5;635893
2015;987610;472;11;2003;365054;3259;36074;700;9468;8291;182276;3524440;14;110721.5;3159386
2015;987608;472;11;2008;434287;;128033;;60100;23458;301352;9618117;27;1483578;9183830
2015;987601;472;11;1999;438560;23484;45640;5000;55500;12000;182603;1902600;17;482000;1464040
2015;987596;4711;14;1999;677474;13200;54549;14735;57609;12501;265911;7033532;20;564882;6356058
2015;987593;4711;11;2004;377275;;9961;;21520;498;172667;11231136;12;1170584;10853861
2015;987590;472;11;1999;469954;;8349;;;41209;259961;5737474;22;200711;5267520
2015;987587;4711;11;2006;394704;27538;43677;3281;24475;8545;90167;6295076;9;420780;5900372
2015;987577;4711;14;2009;260180;18932;40775;950;17178;40812;142693;2763361;10;232157.5;2503181
2015;987566;4711;11;2010;327107;17;27578;1953;12871;13140;170091;6959673;15;324699.5;6632566
2015;987561;4711;11;2003;40866;4000;2190;;2280;416;23391;272440;12;78463;231574
2015;987547;4711;2;1987;310765;;26192;560;65023;1753;101044;2962441;9;681638;2651676
2015;986636;472;11;2003;1016731;72105;11234;3400;43002;110209;697856;2782747;23;151204.5;1766016
2015;986577;4711;14;2009;3066797;151525;137676;19436;474678;156374;1028076;32877958;96;1880965;29811161
2015;986549;4711;4;2008;;;;;;;;16217243.4;;;
2015;986520;4711;5;2009;926102;21240;26823;;353109;16845;676705;10115116;119;450239;9189014
2015;986517;472;14;2012;1567239;275000;214758;4200;45780;27248;419976;4482688;33;1372781.5;2915449
2015;986487;472;14;2013;2308103;;;;;;;2308103;17;;
2015;986481;472;11;2004;916738;151579;71697;;4054;9310;362875;5528992;31;435992.5;4612254
2015;986475;472;11;2007;1114414;44800;101100;;39500;1135;450152;5599424;43;1066591;4485010
2015;986435;472;14;2010;83518190.67;13520591.33;;1769620;;;26387789.33;541122325.7;;82923495.67;457602640.3
2015;986421;472;14;2012;1650082;124000;209771;60375;279842;167368;448485;6595973;30;293781.5;4945891
2015;986419;472;14;2012;449378;18000;270902;4560;;;626997;10589690;45;794740.5;10140312
2015;986403;4711;14;2011;;;;;;;;11143344;37;1631219.5;
2015;986398;472;14;2000;907270;86131;155419;6622;132486;9379;279022;14410724;23;1164755.5;13503454
2015;986364;472;14;0;;;;;;;;16217243.4;;;
2015;986357;472;14;2012;1536673;;205408;52600;94740;56906;683137;13566966;41;832627.5;12030293
2015;986349;472;11;1991;1231249;;57562;;273525;40138;292280;13619721;24;359260.5;12388472
2015;986347;472;11;1996;357561;;20525;;93133;18037;401287;10794973;39;377474.5;10437412
2015;986338;472;2;1994;326390;;69552;1260;630;;261687;3529940;23;1586581.5;3203550
2015;986331;472;14;2011;529695;45298;18641;;560;13981;416177;5449368;35;136992.5;4919673
2015;986291;472;11;2000;3837285;561900;215250;;253410;38410;1649778;15925041;133;89036.5;12087756
2015;986282;4711;11;1997;393063;;33881;;825;44895;203692;2175514;14;515670.5;1782451
2015;986276;472;11;1996;668877;;56411;;4146;26049;305056;12971076;23;600723;12302199
2015;986275;472;14;2004;1031312;122460;52373;;38448;12924;447082;5275820;24;759747.5;4244508
2015;986266;472;11;1991;566537;38000;24369;;26880;5550;644807;1302891;52;;736354
2015;986259;472;11;1995;209587;25944;39299;;14833;10902;374390;5492887;21;700352;5283300
2015;986257;472;11;2005;801057;;13505;650;3010;198650;477400;2718562;30;242150;1917505
2015;986242;472;14;2007;2015262;40200;59695;;15604;6916;328634;7976445;21;91003;5961183
2015;986241;472;11;2002;1668650;139829;160862;7634;34686;10802;1081163;16348642;61;927212;14679992
2015;986240;472;11;2006;1552139;15600;21527;;9827;9725;1003398;19246747;79;1586094.5;17694608
2015;986237;472;11;2009;707591;103203;27471;;2807;22851;218969;3169674;14;88218.5;2462083
2015;986229;472;11;1996;1553727;;168434;28142;292068;69124;695958;22164437;32;1593912.5;20610710
2015;986081;472;4;2000;371211;;10922;;104690;7396;;2859100;10;217523.5;2487889
2015;986067;472;2;2001;532139;24000;79772;790;11504;5723;180429;4421749;15;304324;3889610
2015;986019;472;5;2003;2062959;114528;139230;22752;128110;55425;757251;15753803;46;1480013.5;13690844
2015;985991;472;5;2003;1247039;;;;;;;4466260;;127333.5;3219221
2015;985931;472;5;2004;1836830;189807;101295;79081;444113;40054;521953;12203516;44;1019059.5;10366686
2015;985924;472;5;1968;942365;160640;25614;;57229;99841;186681;8092357;12;466690;7149992
2015;985856;472;4;2005;396059;12120;19751;;4755;5020;271463;7007890;23;462150.5;6611831
2015;985834;472;14;2009;1753755;100740;193106;;170813;22855;1128135;37350531;103;2384290;35596776
2015;985786;4711;14;2007;924875;65520;35809;;78254;2204;162599;5780470;12;479128;4855595
2015;985772;472;2;2007;471969;59400;23781;924;65279;13424;58788;2776288;8;2726;2304319
2015;985709;472;14;2009;2780139;250322;332958;39713;168461;45418;958833;22757574;73;4924774.5;19977435
2015;985708;472;14;2008;2005896;318952;106589;40740;182915;68981;930045;15188751;63;1579079.5;13182855
2015;985653;472;4;2009;423448;38400;46056;;;9109;263896;6705745;18;653415;6282297
2015;985650;4711;4;2009;1212113;108000;199845;1250;221432;12043;415919;10948236;21;1071162.5;9736123
2015;985647;472;14;2012;1345790;19200;3503;;25600;35410;396385;2421040;37;;1075250
2015;985644;472;14;2009;1451061;880663;37190;4494;10071;22176;107319;2432714;18;200940;981653
2015;985609;472;14;2010;1901118;14020;172582;59565;362387;136497;590403;12511118;35;1305144.5;10610000
2015;985582;472;14;2010;1985740;190520;108396;156962;158004;14395;760824;4181627;39;435449;2195887
2015;985564;472;14;2011;1539000;84620;113840;;151989;121;868000;9860000;63;139142.5;8321000
2015;985563;472;14;2011;449339;36000;14170;2500;9050;11850;335008;1315701;29;8500;866362
2015;985561;472;14;2011;1588469;143016;21288;;307283;7371;745527;9160989;57;81623.5;7572520
2015;985521;472;14;2011;2301065;84296;119254;6133;44075;40119;775286;14089449;60;962863;11788384
2015;985488;472;14;2012;16844217;3674728;442158;26380;100873;69782;1881053;27344974;135;9563310;10500757
2015;985465;472;14;2012;458715;45517;24702;;1000;8881;270643;2011223;25;481744.5;1552508
2015;985461;472;14;2012;1777697;279712;85281;13591;271289;24414;320935;7389319;30;46944.5;5611622
2015;985455;472;14;2012;1771271;412333;297237;46836;160964;43227;449996;6778438;32;119302;5007167
2015;985449;472;14;2013;1410029;300000;224332;1214;234097;19864;382531;7024462;31;58675;5614433
2015;985447;472;14;2013;1890410;91750;171282;956;106416;84607;891612;12641410;51;783841.5;10751000
2015;985442;472;14;2013;1307692;169501;102682;;144761;39267;546722;14061215;42;1022427.5;12753523
2015;985439;472;14;2013;1564742;95867;155640;11745;161484;;453032;6258969;31;112718;4694227
2015;985430;472;14;2013;187154;20279;17924;;37157;2991;75765;851572;3;6654.5;664418
2015;985419;472;11;1996;630901;84350;27497;500;12000;32187;307161;6866446;25;894759;6235545
2015;985418;4711;11;2008;4979694;46608;110436;22800;127391;77207;587000;17651831;52;894768.5;12672137
2015;985376;4711;11;2010;556894;12000;27953;;25456;12372;415960;10579231;29;645488.5;10022337
2015;985367;472;11;2005;433295;;30120;480;36002;20284;219796;6627924;17;641028;6194629
2015;985365;472;11;1993;1214258;161538;171411;15289;80477;51506;715552;19386236;60;686029;18171978
2015;985355;472;5;1996;19456782;572988;1683529;61208;181887;837579;5547583;114255856;455;8043696.5;94799074
2015;985354;472;12;1996;516645;;20079;890;39452;22949;280440;3271851;14;267333;2755206
2015;985351;472;99;2004;531132;44256;24993;;87506;6088;223990;5949191;14;119513;5418059
2015;985336;472;11;2000;1945229;7280;173403;14400;487490;48679;442441;13245872;41;956988.5;11300643
2015;985292;472;14;2011;465436;;26494;;29113;3217;321096;4755627;26;744206.5;4290191
2015;985288;472;14;2011;;;;;;;;16217243.4;;;
2015;985281;472;14;2009;3179829;267880;369338;163507;161417;96226;777444;23298647;72;2239966;20118818
2015;985274;472;11;1998;1663276;1355;294757;52497;92748;35563;616570;12264132;46;811952;10600856
2015;985268;4711;11;1996;1546915;;251897;36000;42000;9860;1101608;10459676;87;2759375;8912761
2015;985250;472;11;1996;483360;;52021;;;58624;161864;4787508;15;273673.5;4304148
2015;985209;472;4;2005;206258;98278;183253;8660;38191;1070;180778;2043248;19;162317.5;1836990
2015;985186;472;4;0;;;;;;;;16217243.4;;;
2015;985177;4711;5;2008;1651756;77238;130949;81430;119123;26447;617422;13450986;48;509028.5;11799230
2015;985168;472;14;2010;7471965;281351;735606;290423;576782;210373;2937469;105199771;173;2298179.5;97727806
2015;985154;472;14;2012;1044204;79680;47795;;30541;41793;196736;7585816;17;1827144.5;6541612
2015;985152;472;14;2011;1952005;59543;86912;35274;214596;236023;504615;19582470;44;496649;17630465
2015;985137;472;14;2013;729904;;;;;;;729904;10;;
2015;985127;472;11;1989;1018177;8850;14905;30445;69948;97026;441707;15165209;34;2267659;14147032
2015;985085;472;11;2013;;;;;;;;16217243.4;;;
2015;985055;472;11;2004;350125;43978;1599;;166;1911;96235;784891;9;63654;434766
2015;985040;472;11;1989;550389;;5389;;;30135;335129;19027831;22;1734650.5;18477442
2015;985004;472;4;0;;;;;;;;16217243.4;;;
2015;984977;472;14;2004;1551567;27072;186344;66746;91466;95667;588314;8731228;43;456037;7179661
2015;984947;472;5;2007;823476;48552;80201;30113;69188;98278;313825;8343319;26;791494.5;7519843
2015;984909;472;14;2010;2142454;58708;756194;25328;458037;52206;534231;11432314;46;315095;9289860
2015;984902;472;14;2011;429491;26974;88770;;1950;1926;264833;3088689;22;384606.5;2659198
2015;984881;472;14;2012;656304;62708;5835;;;;648014;980844;49;;324540
2015;984868;472;14;0;;;;;;;;16217243.4;;;
2015;984861;472;11;2008;1754685;215336;185491;10589;352766;34975;723171;22897598;65;2105172;21142913
2015;984860;472;14;1999;537893;55656;56171;2969;15279;27053;265445;2594998;17;101526.5;2057105
2015;984814;472;11;2011;467436;63113;95077;1193;43808;7681;323824;2977736;28;95923.5;2510300
2015;984813;472;11;2012;427293;;5031;;1725;3709;265887;6823254;26;106193.5;6395961
2015;984804;472;14;2012;5001308;83792;374691;6942;352781;279061;1527538;33429794;130;1838316;28428486
2015;984777;472;14;2012;1108623;63000;82650;18728;85701;24399;342801;8981940;25;269662;7873317
2015;984769;472;11;2009;1521534;345976;133790;20356;406338;36761;652587;8086136;54;145629;6564602
2015;984737;472;14;2010;1417327;5026;118287;18216;6606;73727;366828;10721750;25;1118958.5;9304423
2015;984727;472;14;2011;1531517;22024;22315;9468;395647;27420;704678;8540398;60;22799;7008881
2015;984691;4711;14;0;;;;;;;;16217243.4;;;
2015;984690;472;11;2005;277411;4302;12139;443;4274;10253;19378;645141;2;84053.5;367730
2015;984686;472;11;1998;;;;;;;;16217243.4;;;
2015;984685;472;11;1996;295413;21700;27304;;79428;46275;338356;15776336;31;1287235;15480923
2015;984682;4711;11;1997;2021047;19121;224374;3801;205966;100725;564666;15390028;46;754906;13368981
2015;984680;472;11;2013;150704;95654;55328;;8320;5744;67976;1301770;6;64918;1151066
2015;984665;4711;4;2003;329315;20400;11454;;8982;34056;219213;4311265;25;29385;3981950
2015;984651;472;5;2007;2724993;262932;215401;210820;187822;105229;993788;20955761;84;1151178.5;18230768
2015;984646;4711;14;2009;4624981;472302;309650;104546;348608;111224;2013627;37774791;158;2389565.5;33149810
2015;984642;4711;14;2010;;;;;;;;16217243.4;;;
2015;984641;472;14;2010;1897594;195788;141457;41296;223658;76393;723993;16537908;65;1084984;14640314
2015;984626;472;14;2012;404533;30000;34215;6546;16357;22565;156451;3658646;14;5680;3254113
2015;984623;472;14;2012;852680;54949;80376;54938;32187;18448;295987;7734947;26;717785;6882267
2015;984621;472;11;2010;911293;;128403;21581;463;28856;692573;13129559;48;2164457.5;12218266
2015;984605;472;11;2006;353752;135891;45285;42;12883;25158;215989;1772816;14;45006;1419064
2015;984604;472;11;2004;498229;;52688;;446;1383;335273;3248408;28;575287.5;2750179
2015;984599;472;11;1988;286191;;30200;;9600;1850;265494;2220445;25;311400;1934254
2015;984598;472;11;1998;330826;;15500;;5200;;278083;930826;26;416500;600000
2015;984591;472;14;2010;477883;48500;78679;320;54854;31390;423949;5117521;29;342551;4639638
2015;984578;472;11;1990;566670;14739;42924;;3905;38553;205456;6582851;19;68488;6016181
2015;984565;472;11;2005;1505025;77902;98185;6824;93457;102391;440065;7407420;40;72840;5902395
2015;984564;472;11;2000;1442718;176339;155954;578;54567;49530;645877;12616136;46;419500.5;11173418
2015;984551;472;11;1997;627046;20100;55492;;5662;32960;245600;1556846;22;1227156;929800
2015;984547;472;11;2006;935745;54965;85135;7780;15542;56541;331039;6702860;30;260071;5767115
2015;984546;472;14;2002;547786;;72649;;;816;291256;4103337;24;475727;3555551
2015;984533;472;11;2002;388971;;22927;;33814;2487;188566;1217000;15;66509.5;828029
2015;984531;472;11;2004;448156;744;66008;;;;279977;2740873;20;302254.5;2292717
2015;984530;472;11;2005;485427;20345;58797;;178;;336097;1962740;25;195886;1477313
2015;984529;472;11;1990;407195;9150;17185;;;35008;262658;6433091;26;255475;6025896
2015;984521;472;11;1972;711270;;45352;35415;20797;91614;562521;6768307;24;358064;6057037
2015;984513;4711;11;2004;314186;;20538;;1609;;168379;1700300;10;89850;1386114
2015;984503;472;11;1993;46451;14073;2022;200;3619;;118839;139541;11;35532;93090
2015;984498;472;11;1996;624277;24095;56779;1469;21230;10718;230493;3011259;21;54146;2386982
2015;984439;472;14;1998;564006;;130895;600;68356;48414;530821;5475017;34;680911;4911011
2015;984422;472;4;2001;699422;85477;53268;60863;55495;15318;250296;5923853;22;300496;5224431
2015;984386;472;4;2002;683576;40000;45000;4150;;2000;481891;1133576;50;82559;450000
2015;984334;472;14;2006;103684;16800;20684;400;7119;6597;138059;3120758;12;163855.5;3017074
2015;984311;472;14;2007;9872878;946281;781866;283983;649435;917980;952329;88406545;305;4636423;78533667
2015;984306;472;14;2008;;;;;;;;16217243.4;;;
2015;984297;472;4;0;;;;;;;;16217243.4;;;
2015;984291;4711;14;2008;3217232;40360;77763;90;163233;118052;1173999;8289075;38;3783390.5;5050074
2015;984267;472;5;2009;1107927;22457;27280;;3638;137108;478494;9192517;27;204503.5;8084590
2015;984260;472;14;2009;1973939;781016;53749;28328;842;30394;673609;3586046;39;92401.5;1612107
2015;984254;472;14;2012;671505;43260;99563;4492;86290;10922;350222;7085565;27;663443.5;6414060
2015;984243;4711;14;2010;930595;197117;115868;36798;137589;23772;235998;2124548;14;888562.5;1193953
2015;984235;472;14;2010;505462;104886;152705;11658;72315;20466;546019;8368349;35;370836.5;7862887
2015;984194;4711;14;2011;2446861;20297;28027;;837099;18587;1129944;14874469;103;3107.5;12427608
2015;984189;472;14;2011;1250727;60000;72360;52200;1087;27360;598872;3481000;54;696512.5;2230273
2015;984172;472;99;2012;794097;51961;52890;2190;43869;35546;266418;4847292;25;636353;4053195
2015;984165;472;14;2013;9201759;232738;431434;141245;457647;843577;1946832;73123547;207;2244326.5;63921788
2015;984154;472;14;2012;575603;61256;116900;;47093;34564;362883;6155450;28;72160.5;5579847
2015;984149;472;14;2013;2939333;218612;328293;;291535;138019;1333604;18696212;71;1052171.5;15756879
2015;984143;472;14;2013;1746911;281546;161315;23214;159893;163965;642109;13764670;54;1260787;12017759
2015;984140;472;14;2013;4496101;745733;895658;517767;452091;131225;1364295;32786434;104;3742585.5;28290333
2015;984139;472;14;2013;80379;;1287;;;;;253844;2;317204;173465
2015;984114;472;11;2000;1054150;;88075;8000;442056;12025;381448;4667234;28;43592.5;3613084
2015;984113;472;11;2011;1820884;67667;183417;37730;46949;82520;608058;10501350;57;402823.5;8680466
2015;984091;472;14;2008;1412005;190000;155409;3550;61928;23658;661011;11992023;44;1056645.5;10580018
2015;984083;4711;14;0;;;;;;;;16217243.4;;;
2015;984082;472;14;2010;583969;10532;130913;7969;38801;17686;464700;1459922;33;1429118.5;875953
2015;984080;472;14;2011;930708;84800;129806;;4977;59645;593036;10974066;34;1635597.5;10043358
2015;984071;472;11;2006;387598;;31350;3449;6334;6020;227563;4015284;13;313008;3627686
2015;984070;472;11;2003;1714432;47848;13205;;;1306;88741;4015549;6;530208.5;2301117
2015;984069;472;11;1998;747652;;45428;;18;31616;450680;18201827;19;969233.5;17454175
2015;984068;472;11;2008;1236603;88920;100074;15423;149250;46175;547016;13468438;52;618121.5;12231835
2015;984064;472;14;2010;544825;56600;11949;;;;258649;10496445;24;691198;9951620
2015;984052;472;14;2011;656459;54065;76713;54541;77947;29745;251839;7702993;20;342801;7046534
2015;984047;472;11;2008;255186;18000;2700;;;;154088;2530000;14;182508.5;2274814
2015;984032;4711;11;2005;369686;24000;24812;2800;30452;15853;151996;3164515;14;208189.5;2794829
2015;984029;472;11;1997;479768;53224;28875;3519;17592;16650;196315;4769067;17;29981.5;4289299
2015;984021;4711;11;2011;175001;;24720;;;5972;94413;3624396;8;207931.5;3449395
2015;983963;472;2;2007;286854;120176;106389;;120;13474;72063;624342;9;2125.5;337488
2015;983911;472;14;2009;509850;;77552;;11857;1623;164695;2404292;15;;1894442
2015;983882;4711;11;2013;517862;30562;82261;12500;5400;85610;;1991780;18;465281.5;1473918
2015;983817;472;11;1981;220821;17894;10156;;;2008;126534;2059969;10;1359785;1839148
2015;983778;472;14;2012;173850;3600;23078;;;2500;191078;1142359;18;152867;968509
2015;983732;472;11;1997;366781;;45875;340;;5600;102722;2980596;11;268336.5;2613815
2015;983719;472;14;2011;930172;75062;28068;2995;122694;137038;151511;3046724;11;3861;2116552
2015;983715;4711;4;1996;300000;7200;7100;3000;2500;5000;177000;1970000;14;700000;1670000
2015;983655;472;14;2008;894833;139175;63705;5344;27696;14006;265202;6988453;14;675721;6093620
2015;983650;472;4;1985;289679;;12298;;;1022;163488;4347714;11;388720.5;4058035
2015;983649;472;13;2008;413413;75119;21611;;3369;1103;141643;5015358;11;681479;4601945
2015;983629;472;11;1990;140763;;900;;18000;;22776;238948;2;123183;98185
2015;983622;472;11;2003;537966;72000;55961;;46519;6521;134840;4664080;12;490589;4126114
2015;983602;472;14;2003;1817551;483116;173648;2345;54025;80038;626033;2605841;58;78610.5;788290
2015;983587;472;11;2001;203399;;27500;789;326;4757;138127;3537399;13;690404;3334000
2015;983568;472;11;2001;425029;44081;19115;;;4668;125590;4013950;12;353476;3588921
2015;983563;472;14;2010;301913;136165;7442;;26446;500;119265;2985602;5;344172.5;2683689
2015;983551;472;11;1997;345599;6600;17506;;;;;11562346;21;396394.5;11216747
2015;983512;472;14;2010;227069;65816;25041;;28575;7305;58179;938536;5;2642;711467
2015;983489;472;14;2011;770882;48955;63384;;17288;5603;430874;4482154;23;638299.5;3711272
2015;983480;472;11;2012;247075;30000;13929;845;16000;4000;130263;818075;13;99360.5;571000
2015;983478;472;11;2004;774918;8312;101962;;12274;29043;509043;9739508;27;1603773;8964590
2015;983469;4711;11;1998;385631;23723;20049;1008;1937;5424;158259;2334076;14;103938.5;1948445
2015;983462;472;11;2003;365613;;27867;;128;9587;132799;4312801;11;410416;3947188
2015;983461;472;11;1999;977411;;26545;;36018;26472;222194;3370383;12;62915;2392972
2015;983460;472;9;2008;1191989;48000;18660;;42100;5350;390130;9165410;33;238228;7973421
2015;983449;472;11;2011;336869;31200;26700;;;3200;95509;1684343;5;120970;1347474
2015;983426;4711;11;1999;255270;;14210;;;;87654;2176662;8;92151;1921392
2015;983385;472;14;2011;925911;51652;14042;111046;61745;12875;188504;2317003;9;1152916.5;1391092
2015;983361;472;14;2011;505904;49181;62603;11726;29563;10054;261590;5146532;24;321326.5;4640628
2015;983320;4711;11;2003;155630;8400;12140;;3803;10963;126369;2923744;11;340852;2768114
2015;983307;472;14;2009;1857835;59384;40154;;281802;24418;166656;11117191;13;124709;9259356
2015;983265;4711;4;2008;481664;250000;23174;500;6435;5763;139680;2577836;9;353867;2096172
2015;983250;472;14;2010;428074;9600;44550;350;14183;7695;85597;4790384;9;190258;4362310
2015;983241;472;14;2010;536849;;;;144817;9116;275610;1935343;12;;1398494
2015;983218;472;11;1997;397025;39764;35480;;22783;;192261;1918444;15;;1521419
2015;983203;472;7;2010;6059125;4192435;111527;179037;46351;87159;1012882;10045989;40;3027483;3986864
2015;983200;472;14;2006;364890;30465;7233;;22290;45520;91405;1858446;7;34288;1493556
2015;983187;472;11;1987;717764;;49934;10896;35396;23404;389384;7356151;27;440874.5;6638387
2015;983169;472;11;2004;658801;;3059;;33964;;154658;1562757;11;;903956
2015;983155;4711;4;1991;902193;89305;172876;12049;43917;21002;213561;5016841;19;916695;4114648
2015;983141;472;11;2002;447657;;42558;;;4784;166231;5022435;14;206981;4574778
