AÑO;IDNOREMP;CORRELA;IDOJ1;IDAIO;BRUTA;ARRIENDO;SERV_INT;PUBLICI;TRANSP;SERV_EXT;TOTAL_REM;VENTA;TOT_PERSO;INV_PRO;CTO
2015;86602;4711;11;1992;69686;10000;3400;;;;44834;687555;12;225241;617869
2015;86549;472;11;1988;1363115;24931;144396;17207;11885;85578;447718;7839142;39;504854.5;6476027
2015;86540;472;5;2002;1877494;354544;211177;66;92398;163007;533479;17660596;41;403738.5;15783102
2015;86528;472;5;1996;2863372;575123;373684;106730;124922;139102;1247564;24641579;91;1852987;21778207
2015;86497;472;5;1989;10583146;1225364;558309;106652;959446;344398;2853241;33504119;156;721137.5;22920973
2015;86407;472;11;1995;738057;;85836;3390;1054;62581;267559;6825584;21;475310;6087527
2015;86339;472;14;1996;638910;;34814;1324;46104;;203977;5416000;9;419243;4777090
2015;86306;472;14;1998;908455;48000;93897;;14203;22311;385843;3109337;24;231525.5;2200882
2015;86233;472;14;1996;365974;33120;26779;2427;6898;8105;183078;4987605;11;146771.5;4621631
2015;86228;4711;14;1994;879487;65681;47938;;56475;12058;457253;6118410;28;1251400.5;5238923
2015;85985;472;14;1982;817542;54000;16058;1000;169265;33084;165148;4317926;17;695314.5;3500384
2015;85799;4711;4;1990;353727;;43800;3500;25000;15936;197726;2282892;9;203006.5;1929165
2015;85764;472;5;1996;2823861;462950;419807;73293;79166;209565;1810216;15885407;113;1368166.5;13061546
2015;85747;472;5;1998;203328;18000;2866;;23840;3030;99349;1766544;5;160538.5;1563216
2015;85745;472;11;1985;739398;12357;71062;28573;64668;47810;200299;5394877;17;309764.5;4655479
2015;85470;472;5;1996;1199585;;140678;23121;43825;92355;587509;9060754;36;1038868.5;7861169
2015;85464;472;5;2004;38123709;9611226;5304503;1852680;3142405;1729669;11246392;284841207;1104;21911228.5;246717498
2015;85228;472;5;1983;3402199;94683;424294;189007;383052;24302;1063174;23638549;63;1392141;20236350
2015;85196;472;5;2003;1623532;87246;159746;6314;109484;69219;469572;8550413;77;620089;6926881
2015;85188;472;5;2008;;;;;;;;16217243.4;;;
2015;85180;472;14;2007;7922032;565519;1057636;22563;76091;630334;3137766;81590238;281;8060488;73668206
2015;85179;472;14;1999;721325;34593;57644;395;34044;23894;390984;6441635;22;569704.5;5720310
2015;85174;472;14;2000;682866;55638;89697;2192;24270;19762;364737;3809930;25;1027730;3127064
2015;85173;472;11;1996;2255005;18765;109359;17712;307846;88904;655416;11442990;72;89167.5;9187985
2015;85164;472;5;2008;5587012;409278;442706;24293;647239;331458;1847880;44513063;157;941955.5;38926051
2015;85151;472;14;2004;1314589;97407;21154;18537;;;353086;7233983;22;648134.5;5919394
2015;85128;472;4;2005;2951001;46204;125841;10725;285178;155550;1087475;25209673;89;1058901;22258672
2015;85096;472;11;1995;803377;27071;40679;;29930;27810;560366;8033771;52;930156;7230394
2015;85095;4711;11;2004;457526;28422;21992;;;1560;113962;3182164;20;416909;2724638
2015;85093;472;14;2006;4080461;140017;323999;44512;185326;92285;529997;21731846;46;1191467.5;17651385
2015;85092;472;11;2004;1750811;28862;217345;;142255;108141;598166;16926886;56;906884;15176075
2015;85088;472;14;2005;1924512;92081;154308;9464;49417;44217;1338801;13200532;78;796972;11276020
2015;85086;472;14;1994;1777704;93136;242969;53363;86344;133758;809080;13888163;67;1623499.5;12110459
2015;85085;472;14;2005;9337746;240683;489943;137290;818129;648849;3999875;78540957;233;1819070.5;69203211
2015;85078;472;11;2006;1469863;10844;89195;;6125;39162;427781;10083995;39;363924;8614132
2015;85077;472;2;2004;340221;20228;85002;930;13768;27232;416829;1956234;38;67528;1616013
2015;84755;472;14;2005;1134827;84000;85252;7002;237513;53603;473287;4644818;26;117306.5;3509991
2015;84741;472;11;2002;1817734;42208;148801;5015;98059;83109;562179;13794699;52;448302.5;11976965
2015;84704;472;5;2001;6121719;1037415;452712;344737;228925;62328;1912497;36671171;120;1990321.5;30549452
2015;84654;472;14;2006;1182841;51600;74740;;;24200;934606;9259000;62;321092;8076159
2015;84639;472;14;2009;898468;97259;103571;17906;70842;22554;343409;7530889;23;607270.5;6632421
2015;84637;472;14;1994;1249754;;342944;1350;;111759;530555;9239499;48;112697;7989745
2015;84633;472;11;1993;352685;;53485;2036;25320;9317;154913;3022292;10;116266;2669607
2015;84611;472;11;2005;540137;24131;35847;;12889;4934;223134;3172052;11;288730;2631915
2015;84609;472;14;2004;1169253;41585;126235;53248;189967;60744;497608;13948366;34;943250.5;12779113
2015;84591;472;14;2005;2122372;107317;167559;8848;275020;86793;1138320;10706958;45;156175;8584586
2015;84586;472;11;2005;193908;14400;15087;;1763;7060;133852;2337224;12;950583;2143316
2015;84570;472;11;2000;301965;;15119;;17140;;83605;3394167;10;116006.5;3092202
2015;84567;472;11;2004;70519;2580;12243;;1579;3168;18409;548149;8;;477630
2015;84566;472;14;2009;490627;12000;77007;3360;16871;13862;172335;2613970;12;178284.5;2123343
2015;84560;472;11;2003;867905;43975;213825;;;33743;260074;2743945;24;156748;1876040
2015;84559;472;11;2010;421025;57600;120312;;51565;26734;174553;3246835;18;39140.5;2825810
2015;84547;472;11;2001;231739;9600;33246;;;;107954;2478348;9;663949;2246609
2015;84535;472;11;2005;285403;18000;50086;1316;26990;8416;95000;1784745;7;13250;1499342
2015;84533;472;11;2003;363510;;27014;3045;;18274;225602;2912772;21;749928;2549262
2015;84531;472;14;2008;788807;84000;6978;;55276;5912;362612;5086404;26;31657;4297597
2015;84524;4711;11;2000;1225006;194442;161714;12829;50278;25828;379084;9678011;29;573919.5;8453005
2015;84521;472;11;1986;1425497;;7980;2500;98244;3132;93012;8361253;8;1072047.5;6935756
2015;84514;472;11;1992;742995;39569;71111;9100;33130;25604;216649;5289139;12;430275;4516514
2015;84507;472;11;2006;1179684;;106514;;130645;47876;545290;3749680;50;191755;2569996
2015;84503;472;14;2005;449723;;58665;;2440;472;170889;5683532;13;198816;5233809
2015;84498;472;14;1994;645753;81342;32666;;52027;12119;105647;1981732;9;101000;1335979
2015;84493;472;11;2001;405397;6865;39066;;33581;4167;234463;2988141;15;402111;2581865
2015;84476;472;14;2006;1465834;25258;77189;;10636;13700;938168;15822688;66;1254746.5;14356854
2015;84467;472;11;2008;1601145;102088;52599;3583;22395;117370;371496;7373583;27;846522;5772438
2015;84462;472;14;1987;752752;27058;35527;2430;9975;4678;372133;11284842;29;257677.5;10532090
2015;84427;472;13;1997;345749;20541;62721;1602;16147;13507;142574;2511990;10;195752;2166241
2015;84410;4711;4;1998;1704108;31307;204640;14928;53093;28141;425804;11559369;30;1638880;9855261
2015;84384;472;4;2001;711294;35571;65491;;57250;29881;385341;7212269;27;907500;6500975
2015;84312;472;14;2005;185755;35166;15647;;29666;11447;143118;2258216;11;448865.5;2072461
2015;84309;472;5;2006;1247039;;;;;;;4466260;;127333.5;3219221
2015;84259;472;5;2007;1247039;;;;;;;4466260;;127333.5;3219221
2015;84257;472;4;2007;1599835;316559;138827;15375;84520;100524;618315;10609235;46;1027054.5;9009400
2015;84247;472;14;2008;663853;22516;129466;3226;97240;14137;216333;4672616;17;566384.5;4008763
2015;84238;472;5;2008;813243;32316;89399;7298;8600;19041;365084;11499017;33;1778403.5;10685774
2015;84235;472;5;2008;1319708;29206;151824;15188;135978;207384;326665;12839897;31;1414070.5;11520189
2015;84199;472;14;2010;982144;30765;123834;2366;71531;44922;376030;3769998;33;29380.5;2787854
2015;84198;4711;14;2012;1275321;230;153376;;50538;10774;365931;14037103;45;434783.5;12761782
2015;84182;472;11;2000;1741289;166392;160778;5036;119236;24623;791886;17473038;66;1051892.5;15731749
2015;84158;472;11;1987;552133;6800;51580;;57900;25009;165755;5045420;15;102054;4493287
2015;84130;472;4;1999;839655;33038;67325;4042;91055;31914;370095;8978518;21;455350;8138863
2015;84123;472;14;2003;733878;;82789;;20930;3474;350748;6234631;26;133286;5500753
2015;84100;472;11;2005;348467;18033;56907;;1299;14926;146042;2391823;14;340784;2043356
2015;84098;472;12;1977;892749;;153994;4865;22896;31989;677207;4675320;28;555358;3782571
2015;84091;472;11;1992;658116;12000;15520;;84000;5400;417864;9279296;29;306504.5;8621180
2015;84090;472;14;2005;946339;17542;95836;;;6256;421198;6883363;40;379855.5;5937024
2015;84089;472;11;2011;201276;62432;23153;;7329;2747;135358;6341927;9;462896;6140651
2015;84088;4711;11;2011;126388;21089;4454;;;1326;88150;2268016;5;226121;2141628
2015;84072;472;14;2012;1392974;6103;90272;2205;43760;12390;307569;9742314;27;249277;8349340
2015;84056;472;14;2012;764043;38400;49627;;41689;503;127041;4268191;8;137716;3504148
2015;84046;472;14;2012;321986;28306;40386;5434;26673;10041;2714;1894033;31;271851.5;1572047
2015;84025;472;11;2003;299860;;12826;;30000;26212;136238;6044649;12;404582;5744789
2015;84018;4711;14;2011;386825;38549;83774;57843;40578;36779;262340;3868248;20;262794;3481423
2015;84017;472;11;2006;449516;5500;33130;;44400;;150452;11420440;13;1219431.5;10970924
2015;84010;472;11;2011;120852;;20339;2400;17198;;58134;1108521;7;530446;987669
2015;84002;472;11;2000;611899;49500;59993;6120;46295;18533;141125;4992945;13;258138.5;4381046
2015;83975;472;11;2014;242846;;30967;;;404;127071;939955;11;32609;697109
2015;83974;472;14;2014;363695;6000;40700;;39801;;154731;1619911;13;169140.5;1256216
2015;83973;472;11;2015;553955;9253;40355;;19857;5113;122765;2504814;11;;1950859
2016;987644;472;11;1986;351976;;13041;2880;15001;;94926;3506966;10;1057497;3154990
2016;987634;4711;11;2011;561764;31023;9836;11422;44615;43786;127450;5809350;11;298232;5247586
2016;987630;472;11;2004;369063;69763;34028;;1229;43949;145008;618517;11;16873.5;249454
2016;987622;472;11;1990;310776;;15246;2070;16459;52646;125360;5103556;11;386781;4792780
2016;987618;4711;11;1998;193297;;2137;1513;7161;2105;129975;3658972;11;445625.5;3465675
2016;987615;4711;14;2012;145583;13200;17024;;2556;2537;61711;634480;6;117337;488897
2016;987610;472;11;2003;367867;3681;40683;330;5674;5347;217278;4154452;17;140856;3786585
2016;987608;472;11;2008;435773;;119940;;57115;33605;446671;12538988;37;1780332;12103215
2016;987601;472;11;1999;536118;4109;12747;;;;203587;1782118;16;382500;1246000
2016;987596;4711;14;1999;459243;;19041;1900;11112;15463;165603;7186156;12;285986.5;6726913
2016;987593;4711;11;2004;395029;;11232;55;28094;1607;202953;11366991;13;977951;10971962
2016;987590;472;11;1999;318428;;5071;;;;306157;6301473;25;200338;5983045
2016;987587;4711;11;2006;273678;27538;48995;2390;25111;7938;100186;7395035;9;407015.5;7121357
2016;987577;4711;14;2009;300075;20364;42744;975;17792;43146;147366;2873174;10;242357;2573099
2016;987566;4711;11;2010;312283;;31245;3055;13665;12615;186486;8608107;16;360585;8295824
2016;987547;4711;2;1987;321610;1;26264;680;36198;2956;129137;2965327;13;803621;2643717
2016;986636;472;11;2003;1001851;77925;22510;16575;;38942;703490;2792177;36;318023.5;1790326
2016;986577;4711;14;2009;2442515;149167;154345;38531;604530;120200;1096628;33205243;96;2246004;30762728
2016;986520;4711;5;2009;;;;;;;;16217243.4;;;
2016;986517;472;14;2012;409578;55680;10595;6867;9334;15083;165764;1661620;16;1509496;1252042
2016;986487;472;14;2013;311635;82400;60001;;;;23859;1416520;4;;1104885
2016;986481;472;11;2004;1103555;198041;66958;;2962;10052;414419;6950417;34;256877.5;5846862
2016;986475;472;11;2007;294942;44800;32023;;9875;283;120410;1474711;43;561853;1179769
2016;986435;472;14;2010;;30599597.33;;;13214141.33;;67622096;16217243.4;;69020284.67;964985481.3
2016;986421;472;14;2012;1958646;128960;217195;57960;268648;160673;479866;5612745;30;482673;3654099
2016;986419;472;14;2012;1150453;6182;163420;6779;82122;5192;633647;11499077;43;779440.5;10348624
2016;986403;4711;14;2011;4958256;237622;67626;86521;79071;58799;801176;13467296;31;3713159;8509040
2016;986398;472;14;2000;1457877;241551;117978;;12539;83957;319336;19045597;25;1623018;17587720
2016;986357;472;14;2012;2534183;55000;391609;74077;134170;67960;958918;18914000;62;1052802;16379817
2016;986349;472;11;1991;1701739;;57783;;282861;33329;312137;14411566;25;405385;12709827
2016;986347;472;11;1996;584921;;30399;;153167;9714;420150;11941877;37;439399;11356956
2016;986338;472;2;1994;356796;1500;85589;;8354;;114669;3582978;11;1802323;3226182
2016;986331;472;14;2011;466379;36000;14065;;;31310;489756;5836097;36;57217;5369718
2016;986291;472;11;2000;3283872;575516;242270;;254380;38400;1880311;15812480;121;90883.5;12528608
2016;986282;4711;11;1997;275310;1750;33181;;6296;42396;223427;2243803;14;465523;1968493
2016;986276;472;11;1996;786568;18000;26739;160;5979;23537;345077;13217939;25;673074;12431371
2016;986275;472;14;2004;1205378;125738;53663;;84325;4495;426126;5692211;23;827258;4486833
2016;986266;472;11;1991;348966;24000;41522;;118420;35480;471045;1181840;40;;832874
2016;986259;472;11;1995;796753;21126;44345;;45576;26003;370414;6681327;22;1769842;5884574
2016;986257;472;11;2005;1113821;16950;56075;16900;63800;205150;461658;5419777;43;449925;4305956
2016;986242;472;14;2007;1533432;150236;63373;;100722;8587;340327;9189837;25;133238;7656405
2016;986241;472;11;2002;2013116;217126;221672;4793;60635;51372;1205048;17804026;68;1176569.5;15790910
2016;986240;472;11;2006;1648440;36000;20142;;5200;25516;1242258;22598125;88;1646871;20949685
2016;986237;472;11;2009;696610;129235;16253;;3724;28410;192925;2372333;13;68104;1675723
2016;986231;472;11;2006;;;;;;;;16217243.4;;;
2016;986229;472;11;1996;1956337;;187605;30241;331156;152420;739517;25259357;34;1752683.5;23303020
2016;986081;472;4;2000;422424;18000;10221;;191631;4882;;3195882;10;305330;2773458
2016;986067;472;2;2001;545173;24135;62194;199;15046;12559;171566;4609929;15;384957.5;4064756
2016;986019;472;14;2003;2335917;39354;144938;24856;114693;64130;876225;17290908;46;1033828.5;14954991
2016;985991;472;5;2003;896468;30897;26733;;39023;1100;214945;3403269;16;1186165.5;2506801
2016;985931;472;5;2004;2029809;213750;114242;9934;448554;80068;546969;13408948;45;1238838;11379139
2016;985924;472;5;1968;302855;42842;25124;;28061;90604;134598;6438138;9;1129473.5;6135283
2016;985856;472;4;2005;134558;24000;18323;;5400;8201;82371;7664315;7;609250;7529757
2016;985834;472;14;2009;2326002;94916;302084;;38554;31810;1232910;39750737;104;2309492;37424735
2016;985786;4711;14;2007;458975;49450;14471;;84514;13354;175822;6330694;22;455793;5871719
2016;985772;472;2;2007;421615;62700;19169;2315;60196;5526;212962;2309935;15;7198.5;1888320
2016;985709;472;14;2009;2750435;257205;347619;49295;132844;30745;863664;23254853;74;5318275;20504418
2016;985708;472;14;2008;2407090;254494;106214;40937;183002;47202;866808;15341082;61;1744004;12933992
2016;985653;472;4;2009;488438;40320;62956;;;9245;252000;5913287;17;662859.5;5424849
2016;985650;4711;14;2009;1011833;38000;139609;;168586;18402;367323;9310229;19;1329409;8298396
2016;985647;472;14;2012;421513;109200;22429;;2650;3560;84325;470439;7;7000;48926
2016;985644;472;14;2009;1744756;923864;48005;5473;13936;25240;82715;2701242;24;297545.5;956486
2016;985609;472;14;2010;2529309;16060;170790;55344;198780;176492;719234;16044560;40;1477824;13515251
2016;985582;472;14;2010;1468960;208963;111385;72868;140537;20839;737750;3479521;29;343992;2010561
2016;985564;472;14;2011;1538960;86400;127020;;163000;130;933750;10421360;63;142882.5;8882400
2016;985563;472;14;2011;181217;29000;20800;3100;13500;15440;451425;1263517;32;10750;1082300
2016;985561;472;14;2011;1675932;115601;22322;132;256636;12308;925910;9603668;54;97171;7927736
2016;985521;472;14;2011;2359266;372834;142126;1323;90937;41877;909625;12450635;47;1246538.5;10091369
2016;985488;472;14;2012;21734756;4334419;406283;19710;109813;74922;3042221;32975970;135;8782847;11241214
2016;985465;472;14;2012;620163;47392;28070;;11090;13900;357952;3053621;33;569622.5;2433458
2016;985461;472;14;2012;1933275;266642;85876;30492;363984;42638;465788;7414205;35;54090;5480930
2016;985455;472;14;2012;1755490;447068;286167;58841;142416;29975;367543;5644608;28;71484.5;3889118
2016;985449;472;14;2013;1566989;300000;121156;;382084;18176;434610;6950356;32;76585;5383367
2016;985447;472;14;2013;2148388;95792;171256;390;82118;69143;921504;12517585;45;816115.5;10369197
2016;985442;472;14;2013;1880965;179451;102072;27851;161093;40932;597538;13969587;45;1249106.5;12088622
2016;985439;472;14;2013;1681966;64566;158664;13154;140755;;534573;4545854;28;110188.5;2863888
2016;985430;472;14;2013;353425;22031;19473;;40369;3250;82314;936727;3;6280.5;583302
2016;985419;472;11;1996;744347;82450;42074;1000;16250;38292;327470;6616683;23;714300;5872336
2016;985418;4711;11;2008;2583680;47756;217345;15711;255103;88223;1106301;20779923;84;1473318;18196243
2016;985376;4711;11;2010;1169540;75060;108943;6510;235056;104471;323708;15435648;20;1313592;14266108
2016;985367;472;11;2005;736890;1819;31986;260;14696;11625;235226;5360485;21;607600;4623595
2016;985365;472;11;1993;1643039;182471;188636;40160;102429;61393;727310;23002572;59;656172.5;21359533
2016;985355;472;5;1996;22331970;765541;2584529;50534;207540;1205913;6736970;131038297;507;11278950;107540099
2016;985354;472;12;1996;1119611;;40693;;181058;101892;465335;6833982;23;389917;5714371
2016;985351;472;99;2004;624763;51345;27279;;102032;6853;240312;8531871;14;102854.5;7907108
2016;985336;472;11;2000;346663;6000;15199;2950;217885;4836;273490;1869003;28;727597.5;1522340
2016;985292;472;14;2011;642054;48112;31374;;34884;11822;265113;5771840;22;652240.5;5129786
2016;985288;472;14;2011;;;;;;;;16217243.4;;;
2016;985281;472;14;2009;2294121;257514;332708;37129;168037;87898;1061915;21606935;70;2130746.5;19312814
2016;985274;472;11;1998;2385796;881;323186;67375;103848;65787;736161;12701248;49;692286;10315452
2016;985268;4711;11;1996;1328848;;292046;44204;26763;32364;991689;9059028;79;2657180.5;7730180
2016;985250;472;11;1996;356167;3600;65830;418;6301;65534;176677;5526937;15;348404.5;5170770
2016;985209;472;4;2005;85940;40949;76353;3608;15912;445;43757;772264;10;81697;686324
2016;985177;4711;5;2008;1869779;100939;156760;100175;126457;43342;669707;14249703;49;630016.5;12379924
2016;985168;472;14;2010;10004086;880577;856085;155980;621757;238170;2800889;103860798;189;4124905.5;93856712
2016;985154;472;14;2012;862541;82080;18940;3155;73931;44163;155727;8073573;17;1270017;7211032
2016;985152;472;14;2011;1987109;117683;123195;5978;178524;30998;561970;19105297;39;90359;17118188
2016;985137;472;14;2013;770877;;;;;;;770877;10;;1.797693135
2016;985127;472;11;1989;1479853;8880;15216;21438;88585;151677;411508;21187241;32;2747943.5;19707388
2016;985055;472;11;2004;323264;49242;2897;;165;13075;99885;731419;8;71523;408155
2016;985040;472;11;1989;818219;;13032;;17;35533;384837;21232054;27;2045706.5;20413835
2016;984977;472;14;2004;1685047;41008;214956;31053;261332;126856;660234;9739073;51;735360.5;8054026
2016;984947;472;5;2007;874698;45047;75100;26600;78366;99463;330320;8862288;27;821963;7987590
2016;984909;472;14;2010;1969541;75494;151481;41835;396567;76324;565636;13909563;49;755085.5;11940022
2016;984902;472;14;2011;682738;26974;83583;;1950;961;283368;3754897;23;461575;3072159
2016;984881;472;14;2012;1032715;62708;7734;;;;550293;1542243;38;11470.5;509528
2016;984861;472;11;2008;1733379;212589;182879;15236;361782;22609;816393;22884424;69;2353613.5;21151045
2016;984860;472;14;1999;706276;57390;57022;8239;16763;40612;312315;3202498;20;155205.5;2496222
2016;984814;472;11;2011;490065;67566;104454;7071;50343;12260;466407;3758758;39;86923.5;3268693
2016;984813;472;11;2012;596071;;10495;;4700;3814;344955;8852697;32;284641.5;8256626
2016;984804;472;14;2012;3751734;124048;364433;8900;307346;68693;1475304;25727534;114;1655275.5;21975800
2016;984777;472;14;2012;1293866;36965;87357;17240;103751;27746;403111;10495900;29;629946.5;9202034
2016;984769;472;11;2009;1782576;361616;115634;22990;265378;58213;628337;6632878;49;107963;4850302
2016;984737;472;14;2010;1460483;;149585;19183;2002;107617;505730;12909556;21;1479405;11449073
2016;984727;472;14;2011;1615319;22940;27238;421;442094;47938;786579;9583575;60;5464;7968256
2016;984690;472;11;2005;217312;3222;10983;1326;3999;1609;32815;655007;2;75670;437695
2016;984686;472;11;1998;;;;;;;;16217243.4;;;
2016;984685;472;11;1996;723810;23100;39020;;48760;32740;515168;18819075;32;540737;18095265
2016;984682;4711;11;1997;2358326;20415;307335;10985;224056;84643;623214;17111855;45;817720;14753529
2016;984665;4711;4;2003;1051759;22550;15904;;42631;38692;261315;5197924;32;27885;4146165
2016;984651;472;5;2007;3398015;278489;271544;202541;234155;169988;1294371;24332950;72;1379892.5;20934935
2016;984646;4711;14;2009;5244794;493353;344430;137710;403162;263435;2237438;43307081;163;2712761.5;38062287
2016;984641;472;14;2010;2343948;223042;179333;197603;249299;85498;851485;19508957;59;1279850.5;17165009
2016;984626;472;14;2012;239499;36000;25750;2100;22950;6500;167728;3949111;15;40598.5;3709612
2016;984623;472;14;2012;1121726;59068;85830;57354;44741;24356;537531;8957437;30;569308.5;7835711
2016;984621;472;11;2010;5668945;8160;187355;31039;201006;93521;608598;17997592;55;2852359.5;12328647
2016;984605;472;11;2006;576186;193312;59112;50;2987;33740;254708;2609300;10;33470.5;2033114
2016;984604;472;11;2004;649325;1000;65214;;281;9617;428970;3526584;32;579980;2877259
2016;984599;472;11;1988;412071;;38619;;10200;1900;284135;2472415;25;318000;2060344
2016;984598;472;11;1998;165885;;18300;;4500;3000;320720;549739;28;485000;383854
2016;984591;472;14;2010;1149995;59859;107006;4685;79854;44985;507112;6171187;29;271238;5021192
2016;984578;472;11;1990;847431;2926;52584;100;3480;55151;225442;7514607;21;28872651;6667176
2016;984565;472;11;2005;1690092;69818;99302;20670;97155;148464;477784;7186999;41;125408.5;5496907
2016;984564;472;11;2000;678696;53850;61389;290;27075;54954;231296;6092102;19;294044;5413406
2016;984551;472;11;1997;139511;;16976;;1521;2678;78549;356814;11;51822.5;217303
2016;984547;472;11;2006;930812;36906;112726;3524;29836;51384;343187;6088025;30;505982;5157213
2016;984546;472;14;2002;610231;;109392;;55696;890;355370;6346253;29;446056;5736022
2016;984533;472;11;2002;643340;;35376;;174499;5196;205478;1873613;14;49734.5;1230273
2016;984531;472;11;2004;470761;1600;77415;;2187;;274928;2614613;20;439407;2143852
2016;984530;472;11;2005;353809;20281;52550;;1351;;215095;1138048;17;364218.5;784239
2016;984529;472;11;1990;373573;12000;18338;;;29246;264472;7391142;24;225950;7017569
2016;984521;472;11;1972;735274;;121288;1500;11460;18000;135136;6127279;8;142129;5392005
2016;984513;4711;11;2004;327999;;17687;;1538;;166946;1185283;14;362075;857284
2016;984503;472;11;1993;313374;19800;11531;;;71891;135085;5912569;14;28208;5599195
2016;984498;472;11;1996;741215;7137;62948;1820;24534;17181;383388;3091038;23;81721.5;2349823
2016;984439;472;14;1998;182142;;51922;790;28853;59731;237631;1969107;17;337607;1786965
2016;984422;472;14;2001;703694;97378;52448;55049;54584;9798;265157;5483341;23;284428;4779647
2016;984386;472;14;2002;798810;42400;35500;4000;;;528772;1260810;54;61779.5;462000
2016;984334;472;14;2006;123392;23939;21824;430;7222;6516;178498;3120627;14;173286.5;2997235
2016;984311;472;14;2007;13181829;1674331;1065449;417029;873223;1331274;1571829;115357734;423;6486640.5;102175905
2016;984291;4711;14;2008;3617596;55092;70226;17;120672;141450;1250001;10265095;41;3623508.5;6647499
2016;984267;472;5;2009;1456957;26502;40153;;32825;133336;520378;9661234;26;62571;8204277
2016;984260;472;14;2009;2157400;733583;105415;44097;9469;29677;764111;3680599;39;209143.5;1523199
2016;984254;472;14;2012;800801;20000;129754;5261;36709;22656;412392;8700432;32;634490.5;7899631
2016;984243;4711;14;2010;1193846;261200;95022;7709;134207;42867;289958;2717359;17;1062343;1523513
2016;984235;472;14;2010;583522;127241;149406;7778;60750;15217;551883;8498505;42;1536377.5;7914983
2016;984194;4711;14;2011;2869165;22588;31794;759;935840;19735;1176511;16290729;102;2591;13421564
2016;984189;472;14;2011;1770000;60000;86222;62640;1755;35568;836934;6270000;66;587836.5;4500000
2016;984172;472;14;2012;632126;59170;56276;2652;27671;31969;213914;3594191;18;445871.5;2962065
2016;984165;472;14;2013;11623055;557548;619932;277263;658893;1088307;4320422;118688399;336;2718858;107065344
2016;984154;472;14;2012;621771;67069;123955;;50691;35882;392905;6706789;30;76386.5;6085018
2016;984149;472;14;2013;3615229;201455;311274;;514020;162426;1402827;24212176;71;536243;20596947
2016;984143;472;14;2013;2292893;335276;170345;37859;171345;215315;660140;16047473;62;1409717;13754580
2016;984139;472;14;2013;;;;;;;;16217243.4;;;
2016;984114;472;11;2000;1259557;;94317;9331;496364;75011;422742;5958536;32;98726;4698979
2016;984113;472;11;2011;2284390;70684;209950;33089;142008;50465;786364;14425994;71;662569.5;12141604
2016;984091;472;14;2008;1645380;141239;159627;4137;3564;23802;784907;16529094;51;1595718;14883714
2016;984082;472;14;2010;534251;10532;115273;5160;29159;17447;251413;1335828;11;918622.5;801577
2016;984080;472;14;2011;1573940;115000;163589;18825;118376;66377;662129;12006480;36;1840517.5;10432540
2016;984071;472;11;2006;373055;6500;32156;3523;6450;5988;257923;4054485;21;606541;3681430
2016;984070;472;11;2003;385081;57900;32374;;11145;20542;138597;2958780;10;316615;2573699
2016;984069;472;11;1998;1087813;;136945;;6;43139;418258;17128520;37;1096379.5;16040707
2016;984068;472;11;2008;1626410;151995;110449;23218;87917;111127;654613;14623610;57;711608;12997200
2016;984064;472;14;2010;1430696;58581;11366;;;;288367;11869986;25;2095523;10439290
2016;984052;472;14;2011;701895;30080;100980;13827;90402;36729;281995;8773690;24;530287.5;8071795
2016;984047;472;11;2008;360223;18000;2881;;;;199214;3090000;15;181785;2729777
2016;984032;4711;11;2005;343023;24000;27198;3255;25376;15892;190142;3170915;15;192108.5;2827892
2016;984029;472;11;1997;435738;58758;27624;3846;19262;22628;151327;6248849;13;26665;5813111
2016;984021;4711;11;2011;316230;;36434;;670;10646;132166;4765154;11;152807.5;4448924
2016;983963;472;2;2007;;;;;;;;16217243.4;;;
2016;983911;472;14;2009;573949;;90645;;8827;6579;201673;2590937;16;1707.5;2016988
2016;983882;4711;11;2013;517472;32242;214751;;206;64271;;2008039;9;315182.5;1490567
2016;983879;4711;14;2008;258896;87000;14580;;8700;;153615;1991502;11;191893.5;1732606
2016;983817;472;11;1981;223854;18788;10235;;;2100;126224;1230761;10;1686422;1006907
2016;983778;472;14;2012;55256;6000;32812;;;;183248;1117794;17;63176.5;1062538
2016;983732;472;11;1997;318853;;37255;21660;;3357;115951;2919810;11;269886.5;2600957
2016;983719;472;14;2011;199386;24787;13627;5150;47130;14563;44824.7;1842386;3;3595.5;1643000
2016;983715;4711;4;1996;302746;7200;17300;2000;14700;11150;220000;1972168;20;703775;1669422
2016;983655;472;14;2008;939973;142969;72600;;37785;3262;300106;7228634;15;720654;6288661
2016;983650;472;4;1985;296909;;13006;;;837;160303;4539881;10;487271.5;4242972
2016;983649;472;13;2008;224383;44181;12477;;1884;663;97831;2782775;11;321450;2558392
2016;983629;472;11;1990;59500;1440;2154;;15000;;12073;143500;1;98886;84000
2016;983622;472;11;2003;603765;72000;62588;;51286;6821;152971;5975980;14;537457.5;5372215
2016;983602;472;14;2003;1619477;401973;156300;1231;25131;15140;688728;2954703;47;55540.5;1335226
2016;983587;472;11;2001;341045;;29292;630;227;2751;136583;4197517;12;811859;3856472
2016;983568;472;11;2001;367430;45135;18624;;;171;139946;3884530;11;491402;3517100
2016;983563;472;14;2010;305844;146665;7401;;1242;386;57607;3811613;5;281151.5;3505769
2016;983551;472;11;1997;348429;7590;18433;;;1300;;12192355;19;444786.5;11843926
2016;983512;472;14;2010;200002;70231;26557;;29795;7665;62176;960192;5;2691.5;760190
